Iter: 0, Loss: 1.1644415771961212
Iter: 1, Loss: 1.163851445913315
Iter: 2, Loss: 1.1637868237495423
Iter: 3, Loss: 1.1643668395280837
Iter: 4, Loss: 1.1652984488010407
Iter: 5, Loss: 1.164209303855896
Iter: 6, Loss: 1.1637662428617477
Iter: 7, Loss: 1.163541556596756
Iter: 8, Loss: 1.1633668804168702
Iter: 9, Loss: 1.163215628862381
Iter: 10, Loss: 1.1630959111452102
Iter: 11, Loss: 1.1629441434144974
Iter: 12, Loss: 1.1628250479698181
Iter: 13, Loss: 1.1627552944421768
Iter: 14, Loss: 1.1626623183488847
Iter: 15, Loss: 1.1632948487997055
Iter: 16, Loss: 1.1647180098295211
Iter: 17, Loss: 1.163740988969803
Iter: 18, Loss: 1.1633081138134003
Iter: 19, Loss: 1.1629879206418992
IoU:  0.0843870629095
